21144;869438;
27559;1703795;
27528;1705904;
27535;1705821;
27511;1705740;
27513;1705649;
27494;1705587;
27500;1705525;
27482;1705484;
27494;1705449;
27469;1705413;
27494;1705394;
27469;1705374;
27474;1705369;
27462;1705354;
27467;1705361;
27458;1705374;
27459;1705388;
27457;1705390;
27464;1705400;
27458;1705392;
27467;1705439;
27461;1705446;
27472;1705480;
27461;1705484;
27471;1705496;
27472;1705517;
27475;1705507;
27457;1705511;
27464;1705508;
27463;1705496;
27461;1705490;
27454;1705468;
27451;1705478;
27444;1705446;
27448;1705447;
27435;1705431;
27442;1705442;
27442;1705441;
27439;1705433;
27437;1705436;
27436;1705443;
27444;1705438;
27434;1705457;
27443;1705467;
27438;1705492;
27441;1705494;
27451;1705498;
27442;1705526;
27458;1705535;
27446;1705530;
27460;1705556;
27445;1705559;
27448;1705581;
27445;1705580;
27452;1705600;
27441;1705607;
27440;1705617;
27441;1705632;
27436;1705649;
27434;1705654;
27442;1705682;
27442;1705691;
27444;1705700;
27444;1705706;
27453;1705722;
27442;1705739;
27456;1705754;
27447;1705777;
27452;1705813;
27462;1705849;
27465;1705896;
27465;1705909;
27466;1705942;
27473;1705949;
27474;1705983;
27476;1706002;
27481;1706024;
27479;1706055;
27484;1706080;
27482;1706094;
27487;1706118;
27495;1706137;
27495;1706167;
27499;1706184;
27507;1706204;
27511;1706240;
27513;1706250;
27507;1706271;
27521;1706275;
27507;1706299;
27523;1706311;
27513;1706304;
27520;1706332;
27515;1706333;
27510;1706345;
27516;1706369;
27508;1706372;
27510;1706359;
27499;1706311;
27490;1706218;
27479;1706104;
27457;1705998;
27445;1705878;
27441;1705776;
27429;1705672;
27430;1705583;
27414;1705484;
27413;1705421;
27408;1705363;
27409;1705325;
27406;1705289;
27404;1705270;
27403;1705251;
27408;1705237;
27400;1705224;
27405;1705216;
27390;1705217;
27403;1705189;
27395;1705178;
27403;1705183;
27409;1705179;
27413;1705193;
27406;1705180;
27410;1705197;
27416;1705196;
27416;1705215;
27415;1705219;
27422;1705237;
27421;1705230;
27423;1705221;
27424;1705229;
27423;1705220;
27425;1705216;
27421;1705197;
27414;1705174;
27420;1705167;
27405;1705143;
27399;1705123;
27402;1705098;
27405;1705091;
27387;1705070;
27391;1705079;
27386;1705068;
27392;1705088;
27390;1705086;
27388;1705100;
27389;1705085;
27387;1705106;
27392;1705110;
27390;1705119;
27398;1705119;
27392;1705143;
27399;1705140;
27396;1705163;
27396;1705155;
27405;1705182;
27397;1705197;
27404;1705214;
27398;1705227;
27422;1705229;
27401;1705245;
27415;1705260;
27405;1705263;
27418;1705266;
27410;1705275;
27422;1705301;
27418;1705296;
27427;1705326;
27421;1705312;
27436;1705339;
27428;1705351;
27434;1705356;
27424;1705366;
27442;1705363;
27422;1705387;
27432;1705391;
27429;1705392;
27434;1705396;
27422;1705410;
27434;1705417;
27422;1705436;
27429;1705432;
27421;1705443;
27433;1705457;
27428;1705464;
27434;1705493;
27436;1705499;
27449;1705509;
27439;1705523;
27437;1705543;
27441;1705552;
27444;1705565;
27438;1705579;
27448;1705611;
27451;1705604;
27445;1705640;
27445;1705643;
27450;1705667;
27444;1705666;
27451;1705676;
27441;1705706;
27461;1705717;
27456;1705730;
27466;1705747;
27462;1705756;
27465;1705746;
