22833;867349;
22839;1149163;
22830;1149138;
22820;1149150;
22830;1149143;
22827;1149116;
22816;1149120;
22813;1149119;
22822;1149118;
22811;1149116;
22813;1149129;
22814;1149123;
22813;1149122;
22810;1149105;
22810;1149126;
22811;1149139;
22813;1149139;
22810;1149136;
22804;1149135;
22803;1149154;
22801;1149155;
22810;1149165;
22811;1149145;
22802;1149147;
22805;1149152;
22809;1149154;
22815;1149148;
22801;1149140;
22799;1149143;
22798;1149153;
22799;1149144;
22801;1149135;
22809;1149126;
22804;1149135;
22794;1149130;
22795;1149151;
22795;1149156;
22806;1149167;
22806;1149163;
22796;1149200;
22802;1149201;
22800;1149247;
22814;1149260;
22811;1149288;
22806;1149295;
22801;1149322;
22803;1149353;
22809;1149381;
22813;1149408;
22823;1149426;
22812;1149458;
22817;1149516;
22818;1149564;
22832;1149602;
22833;1149628;
22831;1149657;
22825;1149697;
22830;1149719;
22833;1149733;
22837;1149733;
22830;1149749;
22839;1149775;
22833;1149795;
22846;1149813;
22841;1149808;
22834;1149765;
22817;1149689;
22807;1149577;
22792;1149419;
22786;1149267;
22768;1149127;
22746;1149033;
22747;1148966;
22746;1148921;
22738;1148885;
22735;1148875;
22724;1148892;
22730;1148916;
22739;1148930;
22734;1148962;
22733;1148969;
22728;1149015;
22733;1149065;
22737;1149086;
22739;1149111;
22747;1149114;
22739;1149124;
22738;1149161;
22734;1149185;
22747;1149223;
22745;1149230;
22751;1149253;
22748;1149254;
22746;1149283;
22744;1149293;
22749;1149292;
22748;1149270;
22746;1149245;
22749;1149229;
22746;1149208;
22731;1149190;
22747;1149204;
22738;1149189;
22735;1149176;
22741;1149177;
22736;1149164;
22736;1149163;
22724;1149167;
22732;1149184;
22736;1149172;
22743;1149158;
22739;1149175;
22724;1149203;
22730;1149220;
22737;1149236;
22742;1149249;
22748;1149250;
22740;1149266;
22742;1149260;
22736;1149289;
22733;1149291;
22744;1149317;
22739;1149337;
22741;1149336;
22746;1149322;
22740;1149324;
22735;1149331;
22735;1149343;
22735;1149366;
22741;1149365;
22750;1149352;
22742;1149369;
22740;1149369;
22725;1149398;
22734;1149417;
22745;1149440;
22739;1149437;
22740;1149444;
22738;1149449;
22731;1149459;
22735;1149462;
22737;1149481;
22734;1149505;
22728;1149531;
22735;1149541;
22742;1149549;
22743;1149552;
22750;1149560;
22752;1149576;
22748;1149582;
22735;1149561;
22727;1149504;
22715;1149407;
22699;1149277;
22700;1149130;
22690;1149020;
22686;1148918;
22678;1148861;
22670;1148806;
22662;1148789;
22659;1148771;
22658;1148804;
22653;1148835;
22660;1148865;
22668;1148908;
22674;1148950;
22682;1148996;
22671;1149045;
22682;1149093;
22678;1149149;
22681;1149218;
22689;1149259;
22690;1149304;
22699;1149347;
22691;1149387;
22687;1149428;
22688;1149451;
22693;1149484;
22700;1149511;
22705;1149511;
22694;1149513;
22699;1149506;
22692;1149495;
22687;1149480;
22687;1149466;
22678;1149459;
22680;1149450;
22682;1149429;
22677;1149413;
22681;1149393;
22684;1149386;
22675;1149382;
22677;1149381;
22670;1149377;
22668;1149384;
22666;1149415;
22670;1149413;
22677;1149416;
22673;1149431;
22675;1149439;
22670;1149456;
22673;1149473;
22664;1149487;
22676;1149511;
22672;1149521;
22669;1149558;
22672;1149560;
22677;1149566;
22677;1149571;
22678;1149578;
22667;1149577;
22670;1149605;
22674;1149610;
22682;1149630;
22673;1149638;
22681;1149638;
22686;1149640;
22689;1149660;
22681;1149654;
22666;1149655;
22673;1149660;
22673;1149660;
22675;1149669;
22677;1149684;
22680;1149696;
22689;1149683;
22680;1149683;
22676;1149688;
22672;1149698;
22668;1149678;
22666;1149625;
22666;1149522;
22658;1149375;
22645;1149216;
22618;1149082;
22602;1148960;
22596;1148898;
22600;1148854;
22593;1148821;
22601;1148834;
22590;1148823;
22603;1148850;
22603;1148867;
22597;1148922;
22600;1148977;
22609;1149025;
22622;1149063;
22618;1149095;
22619;1149139;
22613;1149184;
22625;1149228;
22625;1149267;
22642;1149296;
22633;1149328;
22639;1149359;
22629;1149396;
22629;1149425;
22636;1149466;
22634;1149485;
22644;1149492;
22637;1149491;
22637;1149489;
22636;1149483;
22632;1149475;
22630;1149465;
22623;1149467;
22625;1149460;
22628;1149445;
22624;1149449;
22627;1149448;
22630;1149448;
22627;1149463;
22631;1149436;
22628;1149454;
22622;1149459;
22617;1149475;
22610;1149481;
22610;1149490;
22612;1149512;
22614;1149531;
22612;1149537;
22614;1149570;
22627;1149591;
22623;1149602;
22627;1149626;
22627;1149645;
22629;1149645;
22626;1149667;
22625;1149699;
22619;1149720;
22615;1149725;
22624;1149725;
22627;1149741;
22635;1149756;
22633;1149756;
22634;1149746;
22625;1149758;
22633;1149745;
22622;1149754;
22620;1149770;
22622;1149764;
22617;1149766;
22630;1149770;
22629;1149779;
22627;1149773;
22629;1149789;
22625;1149773;
22624;1149730;
22610;1149637;
22598;1149509;
22579;1149368;
22572;1149245;
22563;1149125;
22558;1149034;
22554;1148973;
22550;1148928;
22550;1148921;
22540;1148910;
22545;1148918;
22539;1148953;
22545;1148982;
22547;1149031;
22553;1149069;
22564;1149105;
22563;1149148;
22572;1149193;
22577;1149223;
22579;1149257;
22576;1149301;
22574;1149320;
22567;1149371;
22581;1149406;
22566;1149440;
22577;1149476;
22586;1149495;
22582;1149511;
22583;1149507;
22591;1149494;
22589;1149505;
22585;1149516;
22590;1149500;
22580;1149473;
22572;1149453;
22577;1149444;
22577;1149434;
22574;1149420;
22568;1149415;
22567;1149419;
22563;1149414;
22563;1149403;
22574;1149418;
22569;1149435;
22572;1149438;
22580;1149450;
22575;1149473;
