29622;868644;
22810;1154540;
22811;1154533;
22810;1154543;
22791;1154534;
22778;1154522;
22767;1154504;
22760;1154491;
22751;1154471;
22745;1154464;
22743;1154458;
22727;1154438;
22723;1154436;
22717;1154408;
22715;1154409;
22698;1154390;
22689;1154372;
22688;1154362;
22674;1154341;
22675;1154327;
22657;1154305;
22652;1154302;
22653;1154288;
22641;1154276;
22629;1154250;
22630;1154261;
22623;1154265;
22607;1154256;
22605;1154241;
22603;1154259;
22600;1154240;
22602;1154234;
22606;1154256;
22594;1154252;
22595;1154233;
22599;1154229;
22579;1154221;
22587;1154202;
22575;1154183;
22559;1154171;
22550;1154149;
22552;1154149;
22549;1154138;
22558;1154160;
22551;1154160;
22550;1154151;
22553;1154143;
22546;1154112;
22539;1154066;
22543;1154037;
22518;1153974;
22513;1153902;
22517;1153855;
22502;1153813;
22485;1153783;
22482;1153775;
22470;1153787;
22457;1153769;
22453;1153770;
22451;1153775;
22437;1153779;
22450;1153792;
22445;1153802;
22447;1153812;
22430;1153799;
22433;1153802;
22438;1153808;
22429;1153806;
22419;1153798;
22438;1153799;
22425;1153803;
22416;1153797;
22421;1153792;
22418;1153801;
22412;1153780;
22416;1153767;
22421;1153771;
22408;1153768;
22415;1153763;
22420;1153780;
22412;1153768;
22420;1153785;
22419;1153795;
22418;1153785;
22409;1153788;
22427;1153799;
22427;1153818;
22425;1153806;
22420;1153813;
22439;1153823;
22422;1153823;
22427;1153824;
22429;1153821;
22432;1153839;
22418;1153846;
22430;1153839;
22429;1153846;
22427;1153852;
22412;1153845;
22414;1153831;
22411;1153811;
22413;1153834;
22403;1153816;
22408;1153810;
22401;1153824;
22405;1153815;
22404;1153803;
22414;1153812;
22403;1153812;
22400;1153804;
22405;1153788;
22400;1153768;
22385;1153734;
22391;1153692;
22383;1153649;
22362;1153597;
22365;1153547;
22356;1153503;
22346;1153492;
22342;1153473;
22346;1153477;
22339;1153514;
22336;1153503;
22337;1153511;
22335;1153524;
22340;1153530;
22344;1153540;
22332;1153537;
22330;1153533;
22344;1153546;
22332;1153568;
22332;1153553;
22336;1153566;
22328;1153566;
22327;1153557;
22329;1153555;
22331;1153571;
22320;1153558;
22323;1153553;
22326;1153551;
22309;1153531;
22321;1153538;
22315;1153549;
22310;1153553;
22318;1153566;
22313;1153571;
22307;1153554;
22321;1153554;
22304;1153547;
22311;1153529;
22320;1153533;
22312;1153546;
22302;1153544;
22317;1153540;
22320;1153553;
22310;1153537;
22320;1153533;
22323;1153541;
22322;1153543;
22321;1153531;
22312;1153528;
22315;1153517;
22300;1153499;
22311;1153499;
22300;1153482;
22297;1153463;
22300;1153464;
22285;1153465;
22304;1153476;
22298;1153494;
22302;1153515;
22312;1153508;
22323;1153523;
22306;1153522;
22309;1153479;
22307;1153429;
22303;1153383;
22296;1153314;
22293;1153270;
22280;1153207;
22284;1153164;
22284;1153161;
22265;1153162;
22274;1153181;
22262;1153208;
22261;1153199;
22260;1153212;
22253;1153209;
22260;1153223;
22256;1153238;
22251;1153256;
22262;1153260;
22269;1153292;
22253;1153285;
22262;1153297;
22270;1153313;
22264;1153316;
22271;1153322;
22265;1153320;
22279;1153328;
22270;1153323;
22273;1153310;
22269;1153321;
22261;1153303;
22269;1153312;
22257;1153313;
22262;1153312;
22261;1153319;
22250;1153316;
22257;1153309;
22255;1153319;
22244;1153303;
22239;1153301;
22229;1153279;
22237;1153279;
22216;1153268;
22225;1153250;
22217;1153255;
22202;1153246;
22204;1153235;
22202;1153243;
22203;1153248;
22214;1153262;
22205;1153261;
22207;1153266;
22208;1153269;
22204;1153258;
22207;1153253;
22202;1153272;
22196;1153255;
22194;1153271;
22205;1153268;
22194;1153254;
22196;1153265;
22191;1153256;
22210;1153270;
22203;1153275;
22198;1153250;
22208;1153237;
22192;1153178;
