34296;868694;
27622;1429695;
27620;1429592;
27614;1429594;
27613;1429592;
27612;1429581;
27606;1429583;
27608;1429588;
27606;1429573;
27602;1429579;
27596;1429591;
27601;1429587;
27598;1429596;
27594;1429588;
27598;1429578;
27592;1429572;
27599;1429579;
27607;1429598;
27607;1429601;
27599;1429603;
27588;1429592;
27594;1429605;
27597;1429607;
27592;1429610;
27595;1429607;
27604;1429606;
27604;1429617;
27597;1429624;
27589;1429626;
27594;1429611;
27609;1429610;
27602;1429613;
27598;1429629;
27596;1429599;
27598;1429607;
27605;1429609;
27588;1429631;
27587;1429616;
27591;1429605;
27591;1429613;
27594;1429613;
27594;1429624;
27589;1429618;
27592;1429606;
27593;1429617;
27593;1429613;
27591;1429624;
27587;1429614;
27596;1429608;
27599;1429618;
27597;1429621;
27582;1429607;
27583;1429607;
27587;1429606;
27595;1429623;
27588;1429625;
27583;1429631;
27595;1429637;
27599;1429637;
27597;1429631;
27591;1429628;
27590;1429640;
27595;1429631;
27601;1429632;
27598;1429636;
27589;1429631;
27595;1429636;
27594;1429648;
27588;1429657;
27589;1429635;
27602;1429632;
27602;1429647;
27590;1429641;
27589;1429630;
27599;1429644;
27596;1429648;
27582;1429659;
27592;1429648;
27596;1429632;
27589;1429628;
27592;1429605;
27589;1429614;
27589;1429636;
27581;1429628;
27580;1429629;
27597;1429638;
27587;1429638;
27585;1429644;
27589;1429615;
27597;1429632;
27596;1429641;
27592;1429644;
27593;1429637;
27597;1429636;
27593;1429643;
27583;1429636;
27594;1429642;
27601;1429649;
27596;1429649;
27584;1429648;
27599;1429638;
27607;1429654;
27603;1429655;
27593;1429644;
27591;1429631;
27602;1429639;
27601;1429652;
27585;1429648;
27590;1429638;
27598;1429646;
27596;1429654;
27593;1429661;
27588;1429658;
27594;1429669;
27595;1429658;
27598;1429667;
27596;1429679;
27590;1429662;
27589;1429667;
27598;1429663;
27597;1429646;
27594;1429656;
27597;1429670;
27591;1429656;
27600;1429657;
27600;1429649;
